#Loop_length	position	psi	phi	counts
4	0	-30.0	-10.0	0.0
4	0	-30.0	-5.0	0.0
4	0	-30.0	0.0	0.0
4	0	-30.0	5.0	0.0
4	0	-30.0	10.0	0.0
4	0	-30.0	15.0	0.0
4	0	-30.0	20.0	0.0
4	0	-30.0	25.0	0.0
4	0	-30.0	30.0	0.0
4	0	-30.0	35.0	0.0
4	0	-30.0	40.0	0.0
4	0	-30.0	45.0	0.0
4	0	-30.0	50.0	0.0
4	0	-30.0	55.0	0.0
4	0	-30.0	60.0	0.0
4	0	-30.0	65.0	0.0
4	0	-30.0	70.0	0.0
4	0	-30.0	75.0	0.0
4	0	-30.0	80.0	0.0
4	0	-30.0	85.0	0.0
4	0	-30.0	90.0	0.0
4	0	-30.0	95.0	0.0
4	0	-30.0	100.0	0.0
4	0	-30.0	105.0	0.0
4	0	-30.0	110.0	0.0
4	0	-30.0	115.0	0.0
4	0	-30.0	120.0	0.0
4	0	-30.0	125.0	0.0
4	0	-30.0	130.0	0.0
4	0	-30.0	135.0	0.0
4	0	-30.0	140.0	0.0
4	0	-30.0	145.0	0.0
4	0	-30.0	150.0	0.0
4	0	-30.0	155.0	0.0
4	0	-30.0	160.0	0.0
4	0	-30.0	165.0	0.0
4	0	-30.0	170.0	0.0
4	0	-30.0	175.0	0.0
4	0	-25.0	-180.0	0.0
4	0	-25.0	-175.0	0.0
4	0	-25.0	-170.0	0.0
4	0	-25.0	-165.0	0.0
4	0	-25.0	-160.0	0.0
4	0	-25.0	-155.0	0.0
4	0	-25.0	-150.0	0.0
4	0	-25.0	-145.0	0.0
4	0	-25.0	-140.0	0.0
4	0	-25.0	-135.0	0.0
4	0	-25.0	-130.0	0.0
4	0	-25.0	-125.0	0.0
4	0	-25.0	-120.0	0.0
4	0	-25.0	-115.0	0.0
4	0	-25.0	-110.0	0.0
4	0	-25.0	-105.0	0.0
4	0	-25.0	-100.0	0.0
4	0	-25.0	-95.0	0.0
4	0	-25.0	-90.0	0.0
4	0	-25.0	-85.0	0.0
4	0	-25.0	-80.0	0.0
4	0	-25.0	-75.0	0.0
4	0	-25.0	-70.0	0.0
4	0	-25.0	-65.0	0.0
4	0	-25.0	-60.0	0.0
4	0	-25.0	-55.0	0.0
4	0	-25.0	-50.0	0.0
4	0	-25.0	-45.0	0.0
4	0	-25.0	-40.0	0.0
4	0	-25.0	-35.0	0.0
4	0	-25.0	-30.0	0.0
4	0	-25.0	-25.0	0.0
4	0	-25.0	-20.0	0.0
4	0	-25.0	-15.0	0.0
4	0	-25.0	-10.0	0.0
4	0	-25.0	-5.0	0.0
4	0	-25.0	0.0	0.0
4	0	-25.0	5.0	0.0
4	0	-25.0	10.0	0.0
4	0	-25.0	15.0	0.0
4	0	-25.0	20.0	0.0
4	0	-25.0	25.0	0.0
4	0	-25.0	30.0	0.0
4	0	-25.0	35.0	0.0
4	0	-25.0	40.0	0.0
4	0	-25.0	45.0	0.0
4	0	-25.0	50.0	0.0
4	0	-25.0	55.0	0.0
4	0	-25.0	60.0	0.0
4	0	-25.0	65.0	0.0
4	0	-25.0	70.0	0.0
4	0	-25.0	75.0	0.0
4	0	-25.0	80.0	0.0
4	0	-25.0	85.0	0.0
4	0	-25.0	90.0	0.0
4	0	-25.0	95.0	0.0
4	0	-25.0	100.0	0.0
4	0	-25.0	105.0	0.0
4	0	-25.0	110.0	0.0
4	0	-25.0	115.0	0.0
4	0	-25.0	120.0	0.0
4	0	-25.0	125.0	0.0
4	0	-25.0	130.0	0.0
4	0	-25.0	135.0	0.0
4	0	-25.0	140.0	0.0
4	0	-25.0	145.0	0.0
4	0	-25.0	150.0	0.0
4	0	-25.0	155.0	0.0
4	0	-25.0	160.0	0.0
4	0	-25.0	165.0	0.0
4	0	-25.0	170.0	0.0
4	0	-25.0	175.0	0.0
4	0	-20.0	-180.0	0.0
4	0	-20.0	-175.0	0.0
4	0	-20.0	-170.0	0.0
4	0	-20.0	-165.0	0.0
4	0	-20.0	-160.0	0.0
4	0	-20.0	-155.0	0.0
4	0	-20.0	-150.0	0.0
4	0	-20.0	-145.0	0.0
4	0	-20.0	-140.0	0.0
4	0	-20.0	-135.0	0.0
4	0	-20.0	-130.0	0.0
4	0	-20.0	-125.0	0.0
4	0	-20.0	-120.0	0.0
4	0	-20.0	-115.0	0.0
4	0	-20.0	-110.0	0.0
4	0	-20.0	-105.0	0.0
4	0	-20.0	-100.0	0.0
4	0	-20.0	-95.0	0.0
4	0	-20.0	-90.0	0.0
4	0	-20.0	-85.0	0.0
4	0	-20.0	-80.0	0.0
4	0	-20.0	-75.0	0.0
4	0	-20.0	-70.0	0.0
4	0	-20.0	-65.0	0.0
4	0	-20.0	-60.0	0.0
4	0	-20.0	-55.0	0.0
4	0	-20.0	-50.0	0.0
4	0	-20.0	-45.0	0.0
4	0	-20.0	-40.0	0.0
4	0	-20.0	-35.0	0.0
4	0	-20.0	-30.0	0.0
4	0	-20.0	-25.0	0.0
4	0	-20.0	-20.0	0.0
4	0	-20.0	-15.0	0.0
4	0	-20.0	-10.0	0.0
4	0	-20.0	-5.0	0.0
4	0	-20.0	0.0	0.0
4	0	-20.0	5.0	0.0
4	0	-20.0	10.0	0.0
4	0	-20.0	15.0	0.0
4	0	-20.0	20.0	0.0
4	0	-20.0	25.0	0.0
4	0	-20.0	30.0	0.0
4	0	-20.0	35.0	0.0
4	0	-20.0	40.0	0.0
4	0	-20.0	45.0	0.0
4	0	-20.0	50.0	0.0
4	0	-20.0	55.0	0.0
4	0	-20.0	60.0	0.0
4	0	-20.0	65.0	0.0
4	0	-20.0	70.0	0.0
4	0	-20.0	75.0	0.0
4	0	-20.0	80.0	0.0
4	0	-20.0	85.0	0.0
4	0	-20.0	90.0	0.0
4	0	-20.0	95.0	0.0
4	0	-20.0	100.0	0.0
4	0	-20.0	105.0	0.0
4	0	-20.0	110.0	0.0
4	0	-20.0	115.0	0.0
4	0	-20.0	120.0	0.0
4	0	-20.0	125.0	0.0
4	0	-20.0	130.0	0.0
4	0	-20.0	135.0	0.0
4	0	-20.0	140.0	0.0
4	0	-20.0	145.0	0.0
4	0	-20.0	150.0	0.0
4	0	-20.0	155.0	0.0
4	0	-20.0	160.0	0.0
4	0	-20.0	165.0	0.0
4	0	-20.0	170.0	0.0
4	0	-20.0	175.0	0.0
4	0	-15.0	-180.0	0.0
4	0	-15.0	-175.0	0.0
4	0	-15.0	-170.0	0.0
4	0	-15.0	-165.0	0.0
4	0	-15.0	-160.0	0.0
4	0	-15.0	-155.0	0.0
4	0	-15.0	-150.0	0.0
4	0	-15.0	-145.0	0.0
4	0	-15.0	-140.0	0.0
4	0	-15.0	-135.0	0.0
4	0	-15.0	-130.0	0.0
4	0	-15.0	-125.0	0.0
4	0	-15.0	-120.0	0.0
4	0	-15.0	-115.0	0.0
4	0	-15.0	-110.0	0.0
4	0	-15.0	-105.0	0.0
4	0	-15.0	-100.0	0.0
4	0	-15.0	-95.0	0.0
4	0	-15.0	-90.0	0.0
4	0	-15.0	-85.0	0.0
4	0	-15.0	-80.0	0.0
4	0	-15.0	-75.0	0.0
4	0	-15.0	-70.0	0.0
4	0	-15.0	-65.0	0.0
4	0	-15.0	-60.0	0.0
4	0	-15.0	-55.0	0.0
4	0	-15.0	-50.0	0.0
4	0	-15.0	-45.0	0.0
4	0	-15.0	-40.0	0.0
4	0	-15.0	-35.0	0.0
4	0	-15.0	-30.0	0.0
4	0	-15.0	-25.0	0.0
4	0	-15.0	-20.0	0.0
4	0	-15.0	-15.0	0.0
4	0	-15.0	-10.0	0.0
4	0	-15.0	-5.0	0.0
4	0	-15.0	0.0	0.0
4	0	-15.0	5.0	0.0
4	0	-15.0	10.0	0.0
4	0	-15.0	15.0	0.0
4	0	-15.0	20.0	0.0
4	0	-15.0	25.0	0.0
4	0	-15.0	30.0	0.0
4	0	-15.0	35.0	0.0
4	0	-15.0	40.0	0.0
4	0	-15.0	45.0	0.0
4	0	-15.0	50.0	0.0
4	0	-15.0	55.0	0.0
4	0	-15.0	60.0	0.0
4	0	-15.0	65.0	0.0
4	0	-15.0	70.0	0.0
4	0	-15.0	75.0	0.0
4	0	-15.0	80.0	0.0
4	0	-15.0	85.0	0.0
4	0	-15.0	90.0	0.0
4	0	-15.0	95.0	0.0
4	0	-15.0	100.0	0.0
4	0	-15.0	105.0	0.0
4	0	-15.0	110.0	0.0
4	0	-15.0	115.0	0.0
4	0	-15.0	120.0	0.0
4	0	-15.0	125.0	0.0
4	0	-15.0	130.0	0.0
4	0	-15.0	135.0	0.0
4	0	-15.0	140.0	0.0
4	0	-15.0	145.0	0.0
4	0	-15.0	150.0	0.0
4	0	-15.0	155.0	0.0
4	0	-15.0	160.0	0.0
4	0	-15.0	165.0	0.0
4	0	-15.0	170.0	0.0
4	0	-15.0	175.0	0.0
4	0	-10.0	-180.0	0.0
4	0	-10.0	-175.0	0.0
4	0	-10.0	-170.0	0.0
4	0	-10.0	-165.0	0.0
4	0	-10.0	-160.0	0.0
4	0	-10.0	-155.0	0.0
4	0	-10.0	-150.0	0.0
4	0	-10.0	-145.0	0.0
4	0	-10.0	-140.0	0.0
4	0	-10.0	-135.0	0.0
4	0	-10.0	-130.0	0.0
4	0	-10.0	-125.0	0.0
4	0	-10.0	-120.0	0.0
4	0	-10.0	-115.0	0.0
4	0	-10.0	-110.0	0.0
4	0	-10.0	-105.0	0.0
4	0	-10.0	-100.0	0.0
4	0	-10.0	-95.0	0.0
4	0	-10.0	-90.0	0.0
4	0	-10.0	-85.0	0.0
4	0	-10.0	-80.0	0.0
4	0	-10.0	-75.0	0.0
4	0	-10.0	-70.0	0.0
4	0	-10.0	-65.0	0.0
4	0	-10.0	-60.0	0.0
4	0	-10.0	-55.0	0.0
4	0	-10.0	-50.0	0.0
4	0	-10.0	-45.0	0.0
4	0	-10.0	-40.0	0.0
4	0	-10.0	-35.0	0.0
4	0	-10.0	-30.0	0.0
4	0	-10.0	-25.0	0.0
4	0	-10.0	-20.0	0.0
4	0	-10.0	-15.0	0.0
4	0	-10.0	-10.0	0.0
4	0	-10.0	-5.0	0.0
4	0	-10.0	0.0	0.0
4	0	-10.0	5.0	0.0
4	0	-10.0	10.0	0.0
4	0	-10.0	15.0	0.0
4	0	-10.0	20.0	0.0
4	0	-10.0	25.0	0.0
4	0	-10.0	30.0	0.0
4	0	-10.0	35.0	0.0
4	0	-10.0	40.0	0.0
4	0	-10.0	45.0	0.0
4	0	-10.0	50.0	0.0
4	0	-10.0	55.0	0.0
4	0	-10.0	60.0	0.0
4	0	-10.0	65.0	0.0
4	0	-10.0	70.0	0.0
4	0	-10.0	75.0	0.0
4	0	-10.0	80.0	0.0
4	0	-10.0	85.0	0.0
4	0	-10.0	90.0	0.0
4	0	-10.0	95.0	0.0
4	0	-10.0	100.0	0.0
4	0	-10.0	105.0	0.0
4	0	-10.0	110.0	0.0
4	0	-10.0	115.0	0.0
4	0	-10.0	120.0	0.0
4	0	-10.0	125.0	0.0
4	0	-10.0	130.0	0.0
4	0	-10.0	135.0	0.0
4	0	-10.0	140.0	0.0
4	0	-10.0	145.0	0.0
4	0	-10.0	150.0	0.0
4	0	-10.0	155.0	0.0
4	0	-10.0	160.0	0.0
4	0	-10.0	165.0	0.0
4	0	-10.0	170.0	0.0
4	0	-10.0	175.0	0.0
4	0	-5.0	-180.0	0.0
4	0	-5.0	-175.0	0.0
4	0	-5.0	-170.0	0.0
4	0	-5.0	-165.0	0.0
4	0	-5.0	-160.0	0.0
4	0	-5.0	-155.0	0.0
4	0	-5.0	-150.0	0.0
4	0	-5.0	-145.0	0.0
4	0	-5.0	-140.0	0.0
4	0	-5.0	-135.0	0.0
4	0	-5.0	-130.0	0.0
4	0	-5.0	-125.0	0.0
4	0	-5.0	-120.0	0.0
4	0	-5.0	-115.0	0.0
4	0	-5.0	-110.0	0.0
4	0	-5.0	-105.0	0.0
4	0	-5.0	-100.0	0.0
4	0	-5.0	-95.0	0.0
4	0	-5.0	-90.0	0.0
4	0	-5.0	-85.0	0.0
4	0	-5.0	-80.0	0.0
4	0	-5.0	-75.0	0.0
4	0	-5.0	-70.0	0.0
4	0	-5.0	-65.0	0.0
4	0	-5.0	-60.0	0.0
4	0	-5.0	-55.0	0.0
4	0	-5.0	-50.0	0.0
4	0	-5.0	-45.0	0.0
4	0	-5.0	-40.0	0.0
4	0	-5.0	-35.0	0.0
4	0	-5.0	-30.0	0.0
4	0	-5.0	-25.0	0.0
4	0	-5.0	-20.0	0.0
4	0	-5.0	-15.0	0.0
4	0	-5.0	-10.0	0.0
4	0	-5.0	-5.0	0.0
4	0	-5.0	0.0	0.0
4	0	-5.0	5.0	0.0
4	0	-5.0	10.0	0.0
4	0	-5.0	15.0	0.0
4	0	-5.0	20.0	0.0
4	0	-5.0	25.0	0.0
4	0	-5.0	30.0	0.0
4	0	-5.0	35.0	0.0
4	0	-5.0	40.0	0.0
4	0	-5.0	45.0	0.0
4	0	-5.0	50.0	0.0
4	0	-5.0	55.0	0.0
4	0	-5.0	60.0	0.0
4	0	-5.0	65.0	0.0
4	0	-5.0	70.0	0.0
4	0	-5.0	75.0	0.0
4	0	-5.0	80.0	0.0
4	0	-5.0	85.0	0.0
4	0	-5.0	90.0	0.0
4	0	-5.0	95.0	0.0
4	0	-5.0	100.0	0.0
4	0	-5.0	105.0	0.0
4	0	-5.0	110.0	0.0
4	0	-5.0	115.0	0.0
4	0	-5.0	120.0	0.0
4	0	-5.0	125.0	0.0
4	0	-5.0	130.0	0.0
4	0	-5.0	135.0	0.0
4	0	-5.0	140.0	0.0
4	0	-5.0	145.0	0.0
4	0	-5.0	150.0	0.0
4	0	-5.0	155.0	0.0
4	0	-5.0	160.0	0.0
4	0	-5.0	165.0	0.0
4	0	-5.0	170.0	0.0
4	0	-5.0	175.0	0.0
4	0	0.0	-180.0	0.0
4	0	0.0	-175.0	0.0
4	0	0.0	-170.0	0.0
4	0	0.0	-165.0	0.0
4	0	0.0	-160.0	0.0
4	0	0.0	-155.0	0.0
4	0	0.0	-150.0	0.0
4	0	0.0	-145.0	0.0
4	0	0.0	-140.0	0.0
4	0	0.0	-135.0	0.0
4	0	0.0	-130.0	0.0
4	0	0.0	-125.0	0.0
4	0	0.0	-120.0	0.0
4	0	0.0	-115.0	0.0
4	0	0.0	-110.0	0.0
4	0	0.0	-105.0	0.0
4	0	0.0	-100.0	0.0
4	0	0.0	-95.0	0.0
4	0	0.0	-90.0	0.0
4	0	0.0	-85.0	0.0
4	0	0.0	-80.0	0.0
4	0	0.0	-75.0	0.0
4	0	0.0	-70.0	0.0
4	0	0.0	-65.0	0.0
4	0	0.0	-60.0	0.0
4	0	0.0	-55.0	0.0
4	0	0.0	-50.0	0.0
4	0	0.0	-45.0	0.0
4	0	0.0	-40.0	0.0
4	0	0.0	-35.0	0.0
4	0	0.0	-30.0	0.0
4	0	0.0	-25.0	0.0
4	0	0.0	-20.0	0.0
4	0	0.0	-15.0	0.0
4	0	0.0	-10.0	0.0
4	0	0.0	-5.0	0.0
4	0	0.0	0.0	0.0
4	0	0.0	5.0	0.0
4	0	0.0	10.0	0.0
4	0	0.0	15.0	0.0
4	0	0.0	20.0	0.0
4	0	0.0	25.0	0.0
4	0	0.0	30.0	0.0
4	0	0.0	35.0	0.0
4	0	0.0	40.0	0.0
4	0	0.0	45.0	0.0
4	0	0.0	50.0	0.0
4	0	0.0	55.0	0.0
4	0	0.0	60.0	0.0
4	0	0.0	65.0	0.0
4	0	0.0	70.0	0.0
4	0	0.0	75.0	0.0
4	0	0.0	80.0	0.0
4	0	0.0	85.0	0.0
4	0	0.0	90.0	0.0
4	0	0.0	95.0	0.0
4	0	0.0	100.0	0.0
4	0	0.0	105.0	0.0
4	0	0.0	110.0	0.0
4	0	0.0	115.0	0.0
4	0	0.0	120.0	0.0
4	0	0.0	125.0	0.0
4	0	0.0	130.0	0.0
4	0	0.0	135.0	0.0
4	0	0.0	140.0	0.0
4	0	0.0	145.0	0.0
4	0	0.0	150.0	0.0
4	0	0.0	155.0	0.0
4	0	0.0	160.0	0.0
4	0	0.0	165.0	0.0
4	0	0.0	170.0	0.0
4	0	0.0	175.0	0.0
4	0	5.0	-180.0	0.0
4	0	5.0	-175.0	0.0
4	0	5.0	-170.0	0.0
4	0	5.0	-165.0	0.0
4	0	5.0	-160.0	0.0
4	0	5.0	-155.0	0.0
4	0	5.0	-150.0	0.0
4	0	5.0	-145.0	0.0
4	0	5.0	-140.0	0.0
4	0	5.0	-135.0	0.0
4	0	5.0	-130.0	0.0
4	0	5.0	-125.0	0.0
4	0	5.0	-120.0	0.0
4	0	5.0	-115.0	0.0
4	0	5.0	-110.0	0.0
4	0	5.0	-105.0	0.0
4	0	5.0	-100.0	0.0
4	0	5.0	-95.0	0.0
4	0	5.0	-90.0	0.0
4	0	5.0	-85.0	0.0
4	0	5.0	-80.0	0.0
4	0	5.0	-75.0	0.0
4	0	5.0	-70.0	0.0
4	0	5.0	-65.0	0.0
4	0	5.0	-60.0	0.0
4	0	5.0	-55.0	0.0
4	0	5.0	-50.0	0.0
4	0	5.0	-45.0	0.0
4	0	5.0	-40.0	0.0
4	0	5.0	-35.0	0.0
4	0	5.0	-30.0	0.0
4	0	5.0	-25.0	0.0
4	0	5.0	-20.0	0.0
4	0	5.0	-15.0	0.0
4	0	5.0	-10.0	0.0
4	0	5.0	-5.0	0.0
4	0	5.0	0.0	0.0
4	0	5.0	5.0	0.0
4	0	5.0	10.0	0.0
4	0	5.0	15.0	0.0
4	0	5.0	20.0	0.0
4	0	5.0	25.0	0.0
4	0	5.0	30.0	0.0
4	0	5.0	35.0	0.0
4	0	5.0	40.0	0.0
4	0	5.0	45.0	0.0
4	0	5.0	50.0	0.0
4	0	5.0	55.0	0.0
4	0	5.0	60.0	0.0
4	0	5.0	65.0	0.0
4	0	5.0	70.0	0.0
4	0	5.0	75.0	0.0
4	0	5.0	80.0	0.0
4	0	5.0	85.0	0.0
4	0	5.0	90.0	0.0
4	0	5.0	95.0	0.0
4	0	5.0	100.0	0.0
4	0	5.0	105.0	0.0
4	0	5.0	110.0	0.0
4	0	5.0	115.0	0.0
4	0	5.0	120.0	0.0
4	0	5.0	125.0	0.0
4	0	5.0	130.0	0.0
4	0	5.0	135.0	0.0
4	0	5.0	140.0	0.0
4	0	5.0	145.0	0.0
4	0	5.0	150.0	0.0
4	0	5.0	155.0	0.0
4	0	5.0	160.0	0.0
4	0	5.0	165.0	0.0
4	0	5.0	170.0	0.0
4	0	5.0	175.0	0.0
4	0	10.0	-180.0	0.0
4	0	10.0	-175.0	0.0
4	0	10.0	-170.0	0.0
4	0	10.0	-165.0	0.0
4	0	10.0	-160.0	0.0
4	0	10.0	-155.0	0.0
4	0	10.0	-150.0	0.0
4	0	10.0	-145.0	0.0
4	0	10.0	-140.0	0.0
4	0	10.0	-135.0	0.0
4	0	10.0	-130.0	0.0
4	0	10.0	-125.0	0.0
4	0	10.0	-120.0	0.0
4	0	10.0	-115.0	0.0
4	0	10.0	-110.0	0.0
4	0	10.0	-105.0	0.0
4	0	10.0	-100.0	0.0
4	0	10.0	-95.0	0.0
4	0	10.0	-90.0	0.0
4	0	10.0	-85.0	0.0
4	0	10.0	-80.0	0.0
4	0	10.0	-75.0	0.0
4	0	10.0	-70.0	0.0
4	0	10.0	-65.0	0.0
4	0	10.0	-60.0	0.0
4	0	10.0	-55.0	0.0
4	0	10.0	-50.0	0.0
4	0	10.0	-45.0	0.0
4	0	10.0	-40.0	0.0
4	0	10.0	-35.0	0.0
4	0	10.0	-30.0	0.0
4	0	10.0	-25.0	0.0
4	0	10.0	-20.0	0.0
4	0	10.0	-15.0	0.0
4	0	10.0	-10.0	0.0
4	0	10.0	-5.0	0.0
4	0	10.0	0.0	0.0
4	0	10.0	5.0	0.0
4	0	10.0	10.0	0.0
4	0	10.0	15.0	0.0
4	0	10.0	20.0	0.0
4	0	10.0	25.0	0.0
4	0	10.0	30.0	0.0
4	0	10.0	35.0	0.0
4	0	10.0	40.0	0.0
4	0	10.0	45.0	0.0
4	0	10.0	50.0	0.0
4	0	10.0	55.0	0.0
4	0	10.0	60.0	0.0
4	0	10.0	65.0	0.0
4	0	10.0	70.0	0.0
4	0	10.0	75.0	0.0
4	0	10.0	80.0	0.0
4	0	10.0	85.0	0.0
4	0	10.0	90.0	0.0
4	0	10.0	95.0	0.0
4	0	10.0	100.0	0.0
4	0	10.0	105.0	0.0
4	0	10.0	110.0	0.0
4	0	10.0	115.0	0.0
4	0	10.0	120.0	0.0
4	0	10.0	125.0	0.0
4	0	10.0	130.0	0.0
4	0	10.0	135.0	0.0
4	0	10.0	140.0	0.0
4	0	10.0	145.0	0.0
4	0	10.0	150.0	0.0
4	0	10.0	155.0	0.0
4	0	10.0	160.0	0.0
4	0	10.0	165.0	0.0
4	0	10.0	170.0	0.0
4	0	10.0	175.0	0.0
4	0	15.0	-180.0	0.0
4	0	15.0	-175.0	0.0
4	0	15.0	-170.0	0.0
4	0	15.0	-165.0	0.0
4	0	15.0	-160.0	0.0
4	0	15.0	-155.0	0.0
4	0	15.0	-150.0	0.0
4	0	15.0	-145.0	0.0
4	0	15.0	-140.0	0.0
4	0	15.0	-135.0	0.0
4	0	15.0	-130.0	0.0
4	0	15.0	-125.0	0.0
4	0	15.0	-120.0	0.0
4	0	15.0	-115.0	0.0
4	0	15.0	-110.0	0.0
4	0	15.0	-105.0	0.0
4	0	15.0	-100.0	0.0
4	0	15.0	-95.0	0.0
4	0	15.0	-90.0	0.0
4	0	15.0	-85.0	0.0
4	0	15.0	-80.0	0.0
4	0	15.0	-75.0	0.0
4	0	15.0	-70.0	0.0
4	0	15.0	-65.0	0.0
4	0	15.0	-60.0	0.0
4	0	15.0	-55.0	0.0
4	0	15.0	-50.0	0.0
4	0	15.0	-45.0	0.0
4	0	15.0	-40.0	0.0
4	0	15.0	-35.0	0.0
4	0	15.0	-30.0	0.0
4	0	15.0	-25.0	0.0
4	0	15.0	-20.0	0.0
4	0	15.0	-15.0	0.0
4	0	15.0	-10.0	0.0
4	0	15.0	-5.0	0.0
4	0	15.0	0.0	0.0
4	0	15.0	5.0	0.0
4	0	15.0	10.0	0.0
4	0	15.0	15.0	0.0
4	0	15.0	20.0	0.0
4	0	15.0	25.0	0.0
4	0	15.0	30.0	0.0
4	0	15.0	35.0	0.0
4	0	15.0	40.0	0.0
4	0	15.0	45.0	0.0
4	0	15.0	50.0	0.0
4	0	15.0	55.0	0.0
4	0	15.0	60.0	0.0
4	0	15.0	65.0	0.0
4	0	15.0	70.0	0.0
4	0	15.0	75.0	0.0
4	0	15.0	80.0	0.0
4	0	15.0	85.0	0.0
4	0	15.0	90.0	0.0
4	0	15.0	95.0	0.0
4	0	15.0	100.0	0.0
4	0	15.0	105.0	0.0
4	0	15.0	110.0	0.0
4	0	15.0	115.0	0.0
4	0	15.0	120.0	0.0
4	0	15.0	125.0	0.0
4	0	15.0	130.0	0.0
4	0	15.0	135.0	0.0
4	0	15.0	140.0	0.0
4	0	15.0	145.0	0.0
4	0	15.0	150.0	0.0
4	0	15.0	155.0	0.0
4	0	15.0	160.0	0.0
4	0	15.0	165.0	0.0
4	0	15.0	170.0	0.0
4	0	15.0	175.0	0.0
4	0	20.0	-180.0	0.0
4	0	20.0	-175.0	0.0
4	0	20.0	-170.0	0.0
4	0	20.0	-165.0	0.0
4	0	20.0	-160.0	0.0
4	0	20.0	-155.0	0.0
4	0	20.0	-150.0	0.0
4	0	20.0	-145.0	0.0
4	0	20.0	-140.0	0.0
4	0	20.0	-135.0	0.0
4	0	20.0	-130.0	0.0
4	0	20.0	-125.0	0.0
4	0	20.0	-120.0	0.0
4	0	20.0	-115.0	0.0
4	0	20.0	-110.0	0.0
4	0	20.0	-105.0	0.0
4	0	20.0	-100.0	0.0
4	0	20.0	-95.0	0.0
4	0	20.0	-90.0	0.0
4	0	20.0	-85.0	0.0
4	0	20.0	-80.0	0.0
4	0	20.0	-75.0	0.0
4	0	20.0	-70.0	0.0
4	0	20.0	-65.0	0.0
4	0	20.0	-60.0	0.0
4	0	20.0	-55.0	0.0
4	0	20.0	-50.0	0.0
4	0	20.0	-45.0	0.0
4	0	20.0	-40.0	0.0
4	0	20.0	-35.0	0.0
4	0	20.0	-30.0	0.0
4	0	20.0	-25.0	0.0
4	0	20.0	-20.0	0.0
4	0	20.0	-15.0	0.0
4	0	20.0	-10.0	0.0
4	0	20.0	-5.0	0.0
4	0	20.0	0.0	0.0
4	0	20.0	5.0	0.0
4	0	20.0	10.0	0.0
4	0	20.0	15.0	0.0
4	0	20.0	20.0	0.0
4	0	20.0	25.0	0.0
4	0	20.0	30.0	0.0
4	0	20.0	35.0	0.0
4	0	20.0	40.0	0.0
4	0	20.0	45.0	0.0
4	0	20.0	50.0	0.0
4	0	20.0	55.0	0.0
4	0	20.0	60.0	0.0
4	0	20.0	65.0	0.0
4	0	20.0	70.0	0.0
4	0	20.0	75.0	0.0
4	0	20.0	80.0	0.0
4	0	20.0	85.0	0.0
4	0	20.0	90.0	0.0
4	0	20.0	95.0	0.0
4	0	20.0	100.0	0.0
4	0	20.0	105.0	0.0
4	0	20.0	110.0	0.0
4	0	20.0	115.0	0.0
4	0	20.0	120.0	0.0
4	0	20.0	125.0	0.0
4	0	20.0	130.0	0.0
4	0	20.0	135.0	0.0
4	0	20.0	140.0	0.0
4	0	20.0	145.0	0.0
4	0	20.0	150.0	0.0
4	0	20.0	155.0	0.0
4	0	20.0	160.0	0.0
4	0	20.0	165.0	0.0
4	0	20.0	170.0	0.0
4	0	20.0	175.0	0.0
4	0	25.0	-180.0	0.0
4	0	25.0	-175.0	0.0
4	0	25.0	-170.0	0.0
4	0	25.0	-165.0	0.0
4	0	25.0	-160.0	0.0
4	0	25.0	-155.0	0.0
4	0	25.0	-150.0	0.0
4	0	25.0	-145.0	0.0
4	0	25.0	-140.0	0.0
4	0	25.0	-135.0	0.0
4	0	25.0	-130.0	0.0
4	0	25.0	-125.0	0.0
4	0	25.0	-120.0	0.0
4	0	25.0	-115.0	0.0
4	0	25.0	-110.0	0.0
4	0	25.0	-105.0	0.0
4	0	25.0	-100.0	0.0
4	0	25.0	-95.0	0.0
4	0	25.0	-90.0	0.0
4	0	25.0	-85.0	0.0
4	0	25.0	-80.0	0.0
4	0	25.0	-75.0	0.0
4	0	25.0	-70.0	0.0
4	0	25.0	-65.0	0.0
4	0	25.0	-60.0	0.0
4	0	25.0	-55.0	0.0
4	0	25.0	-50.0	0.0
4	0	25.0	-45.0	0.0
4	0	25.0	-40.0	0.0
4	0	25.0	-35.0	0.0
4	0	25.0	-30.0	0.0
4	0	25.0	-25.0	0.0
4	0	25.0	-20.0	0.0
4	0	25.0	-15.0	0.0
4	0	25.0	-10.0	0.0
4	0	25.0	-5.0	0.0
4	0	25.0	0.0	0.0
4	0	25.0	5.0	0.0
4	0	25.0	10.0	0.0
4	0	25.0	15.0	0.0
4	0	25.0	20.0	0.0
4	0	25.0	25.0	0.0
4	0	25.0	30.0	0.0
4	0	25.0	35.0	0.0
4	0	25.0	40.0	0.0
4	0	25.0	45.0	0.0
4	0	25.0	50.0	0.0
4	0	25.0	55.0	0.0
4	0	25.0	60.0	0.0
4	0	25.0	65.0	0.0
4	0	25.0	70.0	0.0
4	0	25.0	75.0	0.0
4	0	25.0	80.0	0.0
4	0	25.0	85.0	0.0
4	0	25.0	90.0	0.0
4	0	25.0	95.0	0.0
4	0	25.0	100.0	0.0
4	0	25.0	105.0	0.0
4	0	25.0	110.0	0.0
4	0	25.0	115.0	0.0
4	0	25.0	120.0	0.0
4	0	25.0	125.0	0.0
4	0	25.0	130.0	0.0
4	0	25.0	135.0	0.0
4	0	25.0	140.0	0.0
4	0	25.0	145.0	0.0
