#Loop_length	position	psi	phi	counts
4	0	-145.0	-65.0	0.0
4	0	-145.0	-60.0	0.0
4	0	-145.0	-55.0	0.0
4	0	-145.0	-50.0	0.0
4	0	-145.0	-45.0	0.0
4	0	-145.0	-40.0	0.0
4	0	-145.0	-35.0	0.0
4	0	-145.0	-30.0	0.0
4	0	-145.0	-25.0	0.0
4	0	-145.0	-20.0	0.0
4	0	-145.0	-15.0	0.0
4	0	-145.0	-10.0	0.0
4	0	-145.0	-5.0	0.0
4	0	-145.0	0.0	0.0
4	0	-145.0	5.0	0.0
4	0	-145.0	10.0	0.0
4	0	-145.0	15.0	0.0
4	0	-145.0	20.0	0.0
4	0	-145.0	25.0	0.0
4	0	-145.0	30.0	0.0
4	0	-145.0	35.0	0.0
4	0	-145.0	40.0	0.0
4	0	-145.0	45.0	0.0
4	0	-145.0	50.0	0.0
4	0	-145.0	55.0	0.0
4	0	-145.0	60.0	0.0
4	0	-145.0	65.0	0.0
4	0	-145.0	70.0	0.0
4	0	-145.0	75.0	0.0
4	0	-145.0	80.0	0.0
4	0	-145.0	85.0	0.0
4	0	-145.0	90.0	0.0
4	0	-145.0	95.0	0.0
4	0	-145.0	100.0	0.0
4	0	-145.0	105.0	0.0
4	0	-145.0	110.0	0.0
4	0	-145.0	115.0	0.0
4	0	-145.0	120.0	0.0
4	0	-145.0	125.0	0.0
4	0	-145.0	130.0	0.0
4	0	-145.0	135.0	0.0
4	0	-145.0	140.0	0.0
4	0	-145.0	145.0	0.0
4	0	-145.0	150.0	0.0
4	0	-145.0	155.0	0.0
4	0	-145.0	160.0	0.0
4	0	-145.0	165.0	0.0
4	0	-145.0	170.0	0.0
4	0	-145.0	175.0	0.0
4	0	-140.0	-180.0	0.0
4	0	-140.0	-175.0	0.0
4	0	-140.0	-170.0	0.0
4	0	-140.0	-165.0	0.0
4	0	-140.0	-160.0	0.0
4	0	-140.0	-155.0	0.0
4	0	-140.0	-150.0	0.0
4	0	-140.0	-145.0	0.0
4	0	-140.0	-140.0	0.0
4	0	-140.0	-135.0	0.0
4	0	-140.0	-130.0	0.0
4	0	-140.0	-125.0	0.0
4	0	-140.0	-120.0	0.0
4	0	-140.0	-115.0	0.0
4	0	-140.0	-110.0	0.0
4	0	-140.0	-105.0	0.0
4	0	-140.0	-100.0	0.0
4	0	-140.0	-95.0	0.0
4	0	-140.0	-90.0	0.0
4	0	-140.0	-85.0	0.0
4	0	-140.0	-80.0	0.0
4	0	-140.0	-75.0	0.0
4	0	-140.0	-70.0	0.0
4	0	-140.0	-65.0	0.0
4	0	-140.0	-60.0	0.0
4	0	-140.0	-55.0	0.0
4	0	-140.0	-50.0	0.0
4	0	-140.0	-45.0	0.0
4	0	-140.0	-40.0	0.0
4	0	-140.0	-35.0	0.0
4	0	-140.0	-30.0	0.0
4	0	-140.0	-25.0	0.0
4	0	-140.0	-20.0	0.0
4	0	-140.0	-15.0	0.0
4	0	-140.0	-10.0	0.0
4	0	-140.0	-5.0	0.0
4	0	-140.0	0.0	0.0
4	0	-140.0	5.0	0.0
4	0	-140.0	10.0	0.0
4	0	-140.0	15.0	0.0
4	0	-140.0	20.0	0.0
4	0	-140.0	25.0	0.0
4	0	-140.0	30.0	0.0
4	0	-140.0	35.0	0.0
4	0	-140.0	40.0	0.0
4	0	-140.0	45.0	0.0
4	0	-140.0	50.0	0.0
4	0	-140.0	55.0	0.0
4	0	-140.0	60.0	0.0
4	0	-140.0	65.0	0.0
4	0	-140.0	70.0	0.0
4	0	-140.0	75.0	0.0
4	0	-140.0	80.0	0.0
4	0	-140.0	85.0	0.0
4	0	-140.0	90.0	0.0
4	0	-140.0	95.0	0.0
4	0	-140.0	100.0	0.0
4	0	-140.0	105.0	0.0
4	0	-140.0	110.0	0.0
4	0	-140.0	115.0	0.0
4	0	-140.0	120.0	0.0
4	0	-140.0	125.0	0.0
4	0	-140.0	130.0	0.0
4	0	-140.0	135.0	0.0
4	0	-140.0	140.0	0.0
4	0	-140.0	145.0	0.0
4	0	-140.0	150.0	0.0
4	0	-140.0	155.0	0.0
4	0	-140.0	160.0	0.0
4	0	-140.0	165.0	0.0
4	0	-140.0	170.0	0.0
4	0	-140.0	175.0	0.0
4	0	-135.0	-180.0	0.0
4	0	-135.0	-175.0	0.0
4	0	-135.0	-170.0	0.0
4	0	-135.0	-165.0	0.0
4	0	-135.0	-160.0	0.0
4	0	-135.0	-155.0	0.0
4	0	-135.0	-150.0	0.0
4	0	-135.0	-145.0	0.0
4	0	-135.0	-140.0	0.0
4	0	-135.0	-135.0	0.0
4	0	-135.0	-130.0	0.0
4	0	-135.0	-125.0	0.0
4	0	-135.0	-120.0	0.0
4	0	-135.0	-115.0	0.0
4	0	-135.0	-110.0	0.0
4	0	-135.0	-105.0	0.0
4	0	-135.0	-100.0	0.0
4	0	-135.0	-95.0	0.0
4	0	-135.0	-90.0	0.0
4	0	-135.0	-85.0	0.0
4	0	-135.0	-80.0	0.0
4	0	-135.0	-75.0	0.0
4	0	-135.0	-70.0	0.0
4	0	-135.0	-65.0	0.0
4	0	-135.0	-60.0	0.0
4	0	-135.0	-55.0	0.0
4	0	-135.0	-50.0	0.0
4	0	-135.0	-45.0	0.0
4	0	-135.0	-40.0	0.0
4	0	-135.0	-35.0	0.0
4	0	-135.0	-30.0	0.0
4	0	-135.0	-25.0	0.0
4	0	-135.0	-20.0	0.0
4	0	-135.0	-15.0	0.0
4	0	-135.0	-10.0	0.0
4	0	-135.0	-5.0	0.0
4	0	-135.0	0.0	0.0
4	0	-135.0	5.0	0.0
4	0	-135.0	10.0	0.0
4	0	-135.0	15.0	0.0
4	0	-135.0	20.0	0.0
4	0	-135.0	25.0	0.0
4	0	-135.0	30.0	0.0
4	0	-135.0	35.0	0.0
4	0	-135.0	40.0	0.0
4	0	-135.0	45.0	0.0
4	0	-135.0	50.0	0.0
4	0	-135.0	55.0	0.0
4	0	-135.0	60.0	0.0
4	0	-135.0	65.0	0.0
4	0	-135.0	70.0	0.0
4	0	-135.0	75.0	0.0
4	0	-135.0	80.0	0.0
4	0	-135.0	85.0	0.0
4	0	-135.0	90.0	0.0
4	0	-135.0	95.0	0.0
4	0	-135.0	100.0	0.0
4	0	-135.0	105.0	0.0
4	0	-135.0	110.0	0.0
4	0	-135.0	115.0	0.0
4	0	-135.0	120.0	0.0
4	0	-135.0	125.0	0.0
4	0	-135.0	130.0	0.0
4	0	-135.0	135.0	0.0
4	0	-135.0	140.0	0.0
4	0	-135.0	145.0	0.0
4	0	-135.0	150.0	0.0
4	0	-135.0	155.0	0.0
4	0	-135.0	160.0	0.0
4	0	-135.0	165.0	0.0
4	0	-135.0	170.0	0.0
4	0	-135.0	175.0	0.0
4	0	-130.0	-180.0	0.0
4	0	-130.0	-175.0	0.0
4	0	-130.0	-170.0	0.0
4	0	-130.0	-165.0	0.0
4	0	-130.0	-160.0	0.0
4	0	-130.0	-155.0	0.0
4	0	-130.0	-150.0	0.0
4	0	-130.0	-145.0	0.0
4	0	-130.0	-140.0	0.0
4	0	-130.0	-135.0	0.0
4	0	-130.0	-130.0	0.0
4	0	-130.0	-125.0	0.0
4	0	-130.0	-120.0	0.0
4	0	-130.0	-115.0	0.0
4	0	-130.0	-110.0	0.0
4	0	-130.0	-105.0	0.0
4	0	-130.0	-100.0	0.0
4	0	-130.0	-95.0	0.0
4	0	-130.0	-90.0	0.0
4	0	-130.0	-85.0	0.0
4	0	-130.0	-80.0	0.0
4	0	-130.0	-75.0	0.0
4	0	-130.0	-70.0	0.0
4	0	-130.0	-65.0	0.0
4	0	-130.0	-60.0	0.0
4	0	-130.0	-55.0	0.0
4	0	-130.0	-50.0	0.0
4	0	-130.0	-45.0	0.0
4	0	-130.0	-40.0	0.0
4	0	-130.0	-35.0	0.0
4	0	-130.0	-30.0	0.0
4	0	-130.0	-25.0	0.0
4	0	-130.0	-20.0	0.0
4	0	-130.0	-15.0	0.0
4	0	-130.0	-10.0	0.0
4	0	-130.0	-5.0	0.0
4	0	-130.0	0.0	0.0
4	0	-130.0	5.0	0.0
4	0	-130.0	10.0	0.0
4	0	-130.0	15.0	0.0
4	0	-130.0	20.0	0.0
4	0	-130.0	25.0	0.0
4	0	-130.0	30.0	0.0
4	0	-130.0	35.0	0.0
4	0	-130.0	40.0	0.0
4	0	-130.0	45.0	0.0
4	0	-130.0	50.0	0.0
4	0	-130.0	55.0	0.0
4	0	-130.0	60.0	0.0
4	0	-130.0	65.0	0.0
4	0	-130.0	70.0	0.0
4	0	-130.0	75.0	0.0
4	0	-130.0	80.0	0.0
4	0	-130.0	85.0	0.0
4	0	-130.0	90.0	0.0
4	0	-130.0	95.0	0.0
4	0	-130.0	100.0	0.0
4	0	-130.0	105.0	0.0
4	0	-130.0	110.0	0.0
4	0	-130.0	115.0	0.0
4	0	-130.0	120.0	0.0
4	0	-130.0	125.0	0.0
4	0	-130.0	130.0	0.0
4	0	-130.0	135.0	0.0
4	0	-130.0	140.0	0.0
4	0	-130.0	145.0	0.0
4	0	-130.0	150.0	0.0
4	0	-130.0	155.0	0.0
4	0	-130.0	160.0	0.0
4	0	-130.0	165.0	0.0
4	0	-130.0	170.0	0.0
4	0	-130.0	175.0	0.0
